"Year","Month","Day","Hour","Minute","Depth.m","Dissolved.Oxygen.mg.L","People","Instrument","Notes.Dissolved.Oxygen"
2009,7,29,0,0,"5",10.85,"Beversdorf",NA,NA
2009,7,29,0,0,"6",10.64,"Beversdorf",NA,NA
2009,7,29,0,0,"7",10.62,"Beversdorf",NA,NA
2009,7,29,0,0,"8",10.6,"Beversdorf",NA,NA
2009,7,29,0,0,"9",10.55,"Beversdorf",NA,NA
2009,7,29,0,0,"10",10.22,"Beversdorf",NA,NA
2009,7,29,0,0,"11",6.07,"Beversdorf",NA,NA
2009,7,29,0,0,"12",1.45,"Beversdorf",NA,NA
2009,7,29,0,0,"13",0.14,"Beversdorf",NA,NA
2009,7,29,0,0,"14",0.06,"Beversdorf",NA,NA
2009,7,29,0,0,"15",0.06,"Beversdorf",NA,NA
2009,7,29,0,0,"16",0.04,"Beversdorf",NA,NA
2009,7,29,0,0,"17",0.04,"Beversdorf",NA,NA
2009,7,29,0,0,"18",0.05,"Beversdorf",NA,NA
2009,7,29,0,0,"19",0.04,"Beversdorf",NA,NA
2009,7,29,0,0,"20",0.04,"Beversdorf",NA,NA
2009,7,31,0,0,"0",12.24,"Beversdorf",NA,NA
2009,7,31,0,0,"0.5",12.18,"Beversdorf",NA,NA
2009,7,31,0,0,"1",12.13,"Beversdorf",NA,NA
2009,7,31,0,0,"1.5",12.2,"Beversdorf",NA,NA
2009,7,31,0,0,"2",12.26,"Beversdorf",NA,NA
2009,7,31,0,0,"3",12.16,"Beversdorf",NA,NA
2009,7,31,0,0,"4",12.21,"Beversdorf",NA,NA
2009,7,31,0,0,"5",12.09,"Beversdorf",NA,NA
2009,7,31,0,0,"6",11.85,"Beversdorf",NA,NA
2009,7,31,0,0,"7",11.92,"Beversdorf",NA,NA
2009,7,31,0,0,"8",11.56,"Beversdorf",NA,NA
2009,7,31,0,0,"9",9.33,"Beversdorf",NA,NA
2009,7,31,0,0,"10",5.25,"Beversdorf",NA,NA
2009,7,31,0,0,"11",3.23,"Beversdorf",NA,NA
2009,7,31,0,0,"12",0.85,"Beversdorf",NA,NA
2009,7,31,0,0,"13",0.06,"Beversdorf",NA,NA
2009,7,31,0,0,"14",0.04,"Beversdorf",NA,NA
2009,7,31,0,0,"15",0.03,"Beversdorf",NA,NA
2009,7,31,0,0,"16",0.02,"Beversdorf",NA,NA
2009,7,31,0,0,"17",0.02,"Beversdorf",NA,NA
2009,7,31,0,0,"18",0.02,"Beversdorf",NA,NA
2009,7,31,0,0,"19",0.02,"Beversdorf",NA,NA
2009,7,31,0,0,"20",0.02,"Beversdorf",NA,NA
2009,8,6,0,0,"0",13,"Beversdorf",NA,NA
2009,8,6,0,0,"0.5",14.73,"Beversdorf",NA,NA
2009,8,6,0,0,"1",16.4,"Beversdorf",NA,NA
2009,8,6,0,0,"1.5",15.55,"Beversdorf",NA,NA
2009,8,6,0,0,"2",14.72,"Beversdorf",NA,NA
2009,8,6,0,0,"3",11.85,"Beversdorf",NA,NA
2009,8,6,0,0,"4",10.48,"Beversdorf",NA,NA
2009,8,6,0,0,"5",10.29,"Beversdorf",NA,NA
2009,8,6,0,0,"6",9.54,"Beversdorf",NA,NA
2009,8,6,0,0,"7",9.95,"Beversdorf",NA,NA
2009,8,6,0,0,"8",9.83,"Beversdorf",NA,NA
2009,8,6,0,0,"9",9.58,"Beversdorf",NA,NA
2009,8,6,0,0,"10",8.68,"Beversdorf",NA,NA
2009,8,6,0,0,"11",4.77,"Beversdorf",NA,NA
2009,8,6,0,0,"12",0.86,"Beversdorf",NA,NA
2009,8,6,0,0,"13",0.46,"Beversdorf",NA,NA
2009,8,6,0,0,"14",0.05,"Beversdorf",NA,NA
2009,8,6,0,0,"15",0.04,"Beversdorf",NA,NA
2009,8,6,0,0,"16",0.03,"Beversdorf",NA,NA
2009,8,6,0,0,"17",0.04,"Beversdorf",NA,NA
2009,8,6,0,0,"18",0.04,"Beversdorf",NA,NA
2009,8,6,0,0,"19",0.03,"Beversdorf",NA,NA
2009,8,6,0,0,"20",0.02,"Beversdorf",NA,NA
2009,8,10,0,0,"0",9.74,"Beversdorf",NA,NA
2009,8,10,0,0,"0.5",9.68,"Beversdorf",NA,NA
2009,8,10,0,0,"1",9.61,"Beversdorf",NA,NA
2009,8,10,0,0,"1.5",9.61,"Beversdorf",NA,NA
2009,8,10,0,0,"2",9.58,"Beversdorf",NA,NA
2009,8,10,0,0,"3",9.46,"Beversdorf",NA,NA
2009,8,10,0,0,"4",9.39,"Beversdorf",NA,NA
2009,8,10,0,0,"5",9.3,"Beversdorf",NA,NA
2009,8,10,0,0,"6",9.23,"Beversdorf",NA,NA
2009,8,10,0,0,"7",9.26,"Beversdorf",NA,NA
2009,8,10,0,0,"8",9.28,"Beversdorf",NA,NA
2009,8,10,0,0,"9",8.23,"Beversdorf",NA,NA
2009,8,10,0,0,"10",6.38,"Beversdorf",NA,NA
2009,8,10,0,0,"11",4.75,"Beversdorf",NA,NA
2009,8,10,0,0,"12",0.12,"Beversdorf",NA,NA
2009,8,10,0,0,"13",0.1,"Beversdorf",NA,NA
2009,8,10,0,0,"14",0.08,"Beversdorf",NA,NA
2009,8,10,0,0,"15",0.07,"Beversdorf",NA,NA
2009,8,10,0,0,"16",0.06,"Beversdorf",NA,NA
2009,8,10,0,0,"17",0.06,"Beversdorf",NA,NA
2009,8,10,0,0,"18",0.06,"Beversdorf",NA,NA
2009,8,10,0,0,"19",0.06,"Beversdorf",NA,NA
2009,8,10,0,0,"20",0.05,"Beversdorf",NA,NA
2009,8,14,0,0,"0",12.45,"Beversdorf",NA,NA
2009,8,14,0,0,"0.5",12.8,"Beversdorf",NA,NA
2009,8,14,0,0,"1",12.65,"Beversdorf",NA,NA
2009,8,14,0,0,"1.5",12.73,"Beversdorf",NA,NA
2009,8,14,0,0,"2",12.62,"Beversdorf",NA,NA
2009,8,14,0,0,"3",12.34,"Beversdorf",NA,NA
2009,8,14,0,0,"4",11.77,"Beversdorf",NA,NA
2009,8,14,0,0,"5",11.36,"Beversdorf",NA,NA
2009,8,14,0,0,"6",7.84,"Beversdorf",NA,NA
2009,8,14,0,0,"7",6.4,"Beversdorf",NA,NA
2009,8,14,0,0,"8",6.22,"Beversdorf",NA,NA
2009,8,14,0,0,"9",4.51,"Beversdorf",NA,NA
2009,8,14,0,0,"10",2.09,"Beversdorf",NA,NA
2009,8,14,0,0,"11",2.56,"Beversdorf",NA,NA
2009,8,14,0,0,"12",0.13,"Beversdorf",NA,NA
2009,8,14,0,0,"13",0.11,"Beversdorf",NA,NA
2009,8,14,0,0,"14",0.11,"Beversdorf",NA,NA
2009,8,14,0,0,"15",0.12,"Beversdorf",NA,NA
2009,8,14,0,0,"16",0.13,"Beversdorf",NA,NA
2009,8,14,0,0,"17",0.14,"Beversdorf",NA,NA
2009,8,14,0,0,"18",0.15,"Beversdorf",NA,NA
2009,8,14,0,0,"19",0.19,"Beversdorf",NA,NA
2009,8,14,0,0,"20",0.22,"Beversdorf",NA,NA
2009,8,25,0,0,"0",9.67,"Beversdorf",NA,NA
2009,8,25,0,0,"0.5",9.65,"Beversdorf",NA,NA
2009,8,25,0,0,"1",9.63,"Beversdorf",NA,NA
2009,8,25,0,0,"1.5",9.62,"Beversdorf",NA,NA
2009,8,25,0,0,"2",9.54,"Beversdorf",NA,NA
2009,8,25,0,0,"3",9.49,"Beversdorf",NA,NA
2009,8,25,0,0,"4",9.28,"Beversdorf",NA,NA
2009,8,25,0,0,"5",8.48,"Beversdorf",NA,NA
2009,8,25,0,0,"6",8.46,"Beversdorf",NA,NA
2009,8,25,0,0,"7",8.3,"Beversdorf",NA,NA
2009,8,25,0,0,"8",7.8,"Beversdorf",NA,NA
2009,8,25,0,0,"9",7.12,"Beversdorf",NA,NA
2009,8,25,0,0,"10",7,"Beversdorf",NA,NA
2009,8,25,0,0,"11",3.5,"Beversdorf",NA,NA
2009,8,25,0,0,"12",0.1,"Beversdorf",NA,NA
2009,8,25,0,0,"13",0.1,"Beversdorf",NA,NA
2009,8,25,0,0,"14",0.12,"Beversdorf",NA,NA
2009,8,25,0,0,"15",0.12,"Beversdorf",NA,NA
2009,8,25,0,0,"16",0.12,"Beversdorf",NA,NA
2009,8,25,0,0,"17",0.12,"Beversdorf",NA,NA
2009,8,25,0,0,"18",0.13,"Beversdorf",NA,NA
2009,8,25,0,0,"19",0.17,"Beversdorf",NA,NA
2009,8,25,0,0,"20",0.2,"Beversdorf",NA,NA
2009,9,5,0,0,"0",13.35,"Beversdorf",NA,NA
2009,9,5,0,0,"0.5",13.77,"Beversdorf",NA,NA
2009,9,5,0,0,"1",14.44,"Beversdorf",NA,NA
2009,9,5,0,0,"1.5",14.08,"Beversdorf",NA,NA
2009,9,5,0,0,"2",13.55,"Beversdorf",NA,NA
2009,9,5,0,0,"3",12.33,"Beversdorf",NA,NA
2009,9,5,0,0,"4",9.27,"Beversdorf",NA,NA
2009,9,5,0,0,"5",8.17,"Beversdorf",NA,NA
2009,9,5,0,0,"6",7.3,"Beversdorf",NA,NA
2009,9,5,0,0,"7",7.38,"Beversdorf",NA,NA
2009,9,5,0,0,"8",7.36,"Beversdorf",NA,NA
2009,9,5,0,0,"9",7.67,"Beversdorf",NA,NA
2009,9,5,0,0,"10",8.35,"Beversdorf",NA,NA
2009,9,5,0,0,"11",7.22,"Beversdorf",NA,NA
2009,9,5,0,0,"12",4.49,"Beversdorf",NA,NA
2009,9,5,0,0,"13",0.11,"Beversdorf",NA,NA
2009,9,5,0,0,"14",0.12,"Beversdorf",NA,NA
2009,9,5,0,0,"15",0.13,"Beversdorf",NA,NA
2009,9,5,0,0,"16",0.13,"Beversdorf",NA,NA
2009,9,5,0,0,"17",0.13,"Beversdorf",NA,NA
2009,9,5,0,0,"18",0.13,"Beversdorf",NA,NA
2009,9,5,0,0,"19",0.14,"Beversdorf",NA,NA
2009,9,5,0,0,"20",0.15,"Beversdorf",NA,NA
2009,9,12,0,0,"0",12.84,"Beversdorf",NA,NA
2009,9,12,0,0,"0.5",12.86,"Beversdorf",NA,NA
2009,9,12,0,0,"1",13,"Beversdorf",NA,NA
2009,9,12,0,0,"1.5",13.01,"Beversdorf",NA,NA
2009,9,12,0,0,"2",13.07,"Beversdorf",NA,NA
2009,9,12,0,0,"3",13.1,"Beversdorf",NA,NA
2009,9,12,0,0,"4",11.47,"Beversdorf",NA,NA
2009,9,12,0,0,"5",11.36,"Beversdorf",NA,NA
2009,9,12,0,0,"6",4.8,"Beversdorf",NA,NA
2009,9,12,0,0,"7",4.13,"Beversdorf",NA,NA
2009,9,12,0,0,"8",3.54,"Beversdorf",NA,NA
2009,9,12,0,0,"9",3.09,"Beversdorf",NA,NA
2009,9,12,0,0,"10",2.76,"Beversdorf",NA,NA
2009,9,12,0,0,"11",2.46,"Beversdorf",NA,NA
2009,9,12,0,0,"12",0.29,"Beversdorf",NA,NA
2009,9,12,0,0,"13",0.16,"Beversdorf",NA,NA
2009,9,12,0,0,"14",0.16,"Beversdorf",NA,NA
2009,9,12,0,0,"15",0.16,"Beversdorf",NA,NA
2009,9,12,0,0,"16",0.18,"Beversdorf",NA,NA
2009,9,12,0,0,"17",0.21,"Beversdorf",NA,NA
2009,9,12,0,0,"18",0.21,"Beversdorf",NA,NA
2009,9,12,0,0,"19",0.24,"Beversdorf",NA,NA
2009,9,12,0,0,"20",0.27,"Beversdorf",NA,NA
2009,9,17,0,0,"0",10.15,"Beversdorf",NA,NA
2009,9,17,0,0,"0.5",10.06,"Beversdorf",NA,NA
2009,9,17,0,0,"1",10.13,"Beversdorf",NA,NA
2009,9,17,0,0,"1.5",10.1,"Beversdorf",NA,NA
2009,9,17,0,0,"2",10,"Beversdorf",NA,NA
2009,9,17,0,0,"3",9.76,"Beversdorf",NA,NA
2009,9,17,0,0,"4",9.53,"Beversdorf",NA,NA
2009,9,17,0,0,"5",3.11,"Beversdorf",NA,NA
2009,9,17,0,0,"6",2.79,"Beversdorf",NA,NA
2009,9,17,0,0,"7",2.08,"Beversdorf",NA,NA
2009,9,17,0,0,"8",1.09,"Beversdorf",NA,NA
2009,9,17,0,0,"9",0.58,"Beversdorf",NA,NA
2009,9,17,0,0,"10",0.07,"Beversdorf",NA,NA
2009,9,17,0,0,"11",0.08,"Beversdorf",NA,NA
2009,9,17,0,0,"12",0.09,"Beversdorf",NA,NA
2009,9,17,0,0,"13",0.08,"Beversdorf",NA,NA
2009,9,17,0,0,"14",0.1,"Beversdorf",NA,NA
2009,9,17,0,0,"15",0.1,"Beversdorf",NA,NA
2009,9,17,0,0,"16",0.11,"Beversdorf",NA,NA
2009,9,17,0,0,"17",0.11,"Beversdorf",NA,NA
2009,9,17,0,0,"18",0.11,"Beversdorf",NA,NA
2009,9,17,0,0,"19",0.11,"Beversdorf",NA,NA
2009,9,17,0,0,"20",0.11,"Beversdorf",NA,NA
2009,10,1,0,0,"0",7.46,"Beversdorf",NA,NA
2009,10,1,0,0,"0.5",7.34,"Beversdorf",NA,NA
2009,10,1,0,0,"1",7.21,"Beversdorf",NA,NA
2009,10,1,0,0,"1.5",6.98,"Beversdorf",NA,NA
2009,10,1,0,0,"2",6.75,"Beversdorf",NA,NA
2009,10,1,0,0,"3",6.69,"Beversdorf",NA,NA
2009,10,1,0,0,"4",6.59,"Beversdorf",NA,NA
2009,10,1,0,0,"5",6.46,"Beversdorf",NA,NA
2009,10,1,0,0,"6",6.38,"Beversdorf",NA,NA
2009,10,1,0,0,"7",6.44,"Beversdorf",NA,NA
2009,10,1,0,0,"8",6.19,"Beversdorf",NA,NA
2009,10,1,0,0,"9",6.28,"Beversdorf",NA,NA
2009,10,1,0,0,"10",6.3,"Beversdorf",NA,NA
2009,10,1,0,0,"11",6.31,"Beversdorf",NA,NA
2009,10,1,0,0,"12",6.2,"Beversdorf",NA,NA
2009,10,1,0,0,"13",5.44,"Beversdorf",NA,NA
2009,10,1,0,0,"14",3.04,"Beversdorf",NA,NA
2009,10,1,0,0,"15",0.14,"Beversdorf",NA,NA
2009,10,1,0,0,"16",0.021,"Beversdorf",NA,NA
2009,10,1,0,0,"17",0.03,"Beversdorf",NA,NA
2009,10,1,0,0,"18",0.03,"Beversdorf",NA,NA
2009,10,1,0,0,"19",0.03,"Beversdorf",NA,NA
2009,10,1,0,0,"20",0.03,"Beversdorf",NA,NA
2009,10,17,0,0,"0",7.71,"Beversdorf",NA,NA
2009,10,17,0,0,"0.5",7.73,"Beversdorf",NA,NA
2009,10,17,0,0,"1",7.74,"Beversdorf",NA,NA
2009,10,17,0,0,"1.5",7.79,"Beversdorf",NA,NA
2009,10,17,0,0,"2",7.83,"Beversdorf",NA,NA
2009,10,17,0,0,"3",7.91,"Beversdorf",NA,NA
2009,10,17,0,0,"4",7.91,"Beversdorf",NA,NA
2009,10,17,0,0,"5",7.9,"Beversdorf",NA,NA
2009,10,17,0,0,"6",7.88,"Beversdorf",NA,NA
2009,10,17,0,0,"7",7.87,"Beversdorf",NA,NA
2009,10,17,0,0,"8",7.88,"Beversdorf",NA,NA
2009,10,17,0,0,"9",7.87,"Beversdorf",NA,NA
2009,10,17,0,0,"10",7.87,"Beversdorf",NA,NA
2009,10,17,0,0,"11",7.87,"Beversdorf",NA,NA
2009,10,17,0,0,"12",7.87,"Beversdorf",NA,NA
2009,10,17,0,0,"13",7.87,"Beversdorf",NA,NA
2009,10,17,0,0,"14",7.87,"Beversdorf",NA,NA
2009,10,17,0,0,"15",7.88,"Beversdorf",NA,NA
2009,10,17,0,0,"16",7.88,"Beversdorf",NA,NA
2009,10,17,0,0,"17",7.9,"Beversdorf",NA,NA
2009,10,17,0,0,"18",7.91,"Beversdorf",NA,NA
2009,10,17,0,0,"19",7.94,"Beversdorf",NA,NA
2009,10,17,0,0,"20",7.97,"Beversdorf",NA,NA
2010,5,20,1,0,"0",9.71,"Beversdorf",NA,NA
2010,5,20,1,0,"0.5",NA,"Beversdorf",NA,NA
2010,5,20,1,0,"1",9.7,"Beversdorf",NA,NA
2010,5,20,1,0,"1.5",NA,"Beversdorf",NA,NA
2010,5,20,1,0,"2",9.68,"Beversdorf",NA,NA
2010,5,20,1,0,"3",9.66,"Beversdorf",NA,NA
2010,5,20,1,0,"4",9.69,"Beversdorf",NA,NA
2010,5,20,1,0,"5",9.68,"Beversdorf",NA,NA
2010,5,20,1,0,"6",9.64,"Beversdorf",NA,NA
2010,5,20,1,0,"7",9.6,"Beversdorf",NA,NA
2010,5,20,1,0,"8",9.6,"Beversdorf",NA,NA
2010,5,20,1,0,"9",9.6,"Beversdorf",NA,NA
2010,5,20,1,0,"10",9.59,"Beversdorf",NA,NA
2010,5,20,1,0,"11",9.58,"Beversdorf",NA,NA
2010,5,20,1,0,"12",9.58,"Beversdorf",NA,NA
2010,5,20,1,0,"13",9.575,"Beversdorf",NA,NA
2010,5,20,1,0,"14",9.57,"Beversdorf",NA,NA
2010,5,20,1,0,"15",9.565,"Beversdorf",NA,NA
2010,5,20,1,0,"16",9.56,"Beversdorf",NA,NA
2010,5,20,1,0,"17",9.455,"Beversdorf",NA,NA
2010,5,20,1,0,"18",9.35,"Beversdorf",NA,NA
2010,5,20,1,0,"19",9.2,"Beversdorf",NA,NA
2010,5,20,1,0,"20",9.05,"Beversdorf",NA,NA
2010,5,26,0,0,"0",10.21,"Beversdorf",NA,NA
2010,5,26,0,0,"0.5",NA,"Beversdorf",NA,NA
2010,5,26,0,0,"1",9.61,"Beversdorf",NA,NA
2010,5,26,0,0,"1.5",NA,"Beversdorf",NA,NA
2010,5,26,0,0,"2",9.59,"Beversdorf",NA,NA
2010,5,26,0,0,"3",9.6,"Beversdorf",NA,NA
2010,5,26,0,0,"4",9.57,"Beversdorf",NA,NA
2010,5,26,0,0,"5",9.71,"Beversdorf",NA,NA
2010,5,26,0,0,"6",9.5,"Beversdorf",NA,NA
2010,5,26,0,0,"7",9.34,"Beversdorf",NA,NA
2010,5,26,0,0,"8",9.19,"Beversdorf",NA,NA
2010,5,26,0,0,"9",9.21,"Beversdorf",NA,NA
2010,5,26,0,0,"10",9.06,"Beversdorf",NA,NA
2010,5,26,0,0,"11",9.02,"Beversdorf",NA,NA
2010,5,26,0,0,"12",8.72,"Beversdorf",NA,NA
2010,5,26,0,0,"13",8.675,"Beversdorf",NA,NA
2010,5,26,0,0,"14",8.63,"Beversdorf",NA,NA
2010,5,26,0,0,"15",8.485,"Beversdorf",NA,NA
2010,5,26,0,0,"16",8.34,"Beversdorf",NA,NA
2010,5,26,0,0,"17",7.61,"Beversdorf",NA,NA
2010,5,26,0,0,"18",6.88,"Beversdorf",NA,NA
2010,5,26,0,0,"19",5.03,"Beversdorf",NA,NA
2010,5,26,0,0,"20",3.18,"Beversdorf",NA,NA
2010,6,1,0,0,"0",16.24,"Beversdorf",NA,NA
2010,6,1,0,0,"0.5",NA,"Beversdorf",NA,NA
2010,6,1,0,0,"1",16.01,"Beversdorf",NA,NA
2010,6,1,0,0,"1.5",NA,"Beversdorf",NA,NA
2010,6,1,0,0,"2",15.6,"Beversdorf",NA,NA
2010,6,1,0,0,"3",12.65,"Beversdorf",NA,NA
2010,6,1,0,0,"4",10.96,"Beversdorf",NA,NA
2010,6,1,0,0,"5",9.35,"Beversdorf",NA,NA
2010,6,1,0,0,"6",8.86,"Beversdorf",NA,NA
2010,6,1,0,0,"7",8.45,"Beversdorf",NA,NA
2010,6,1,0,0,"8",8.35,"Beversdorf",NA,NA
2010,6,1,0,0,"9",7.9,"Beversdorf",NA,NA
2010,6,1,0,0,"10",7.87,"Beversdorf",NA,NA
2010,6,1,0,0,"11",7.84,"Beversdorf",NA,NA
2010,6,1,0,0,"12",7.86,"Beversdorf",NA,NA
2010,6,1,0,0,"13",7.335,"Beversdorf",NA,NA
2010,6,1,0,0,"14",6.81,"Beversdorf",NA,NA
2010,6,1,0,0,"15",6.38,"Beversdorf",NA,NA
2010,6,1,0,0,"16",5.95,"Beversdorf",NA,NA
2010,6,1,0,0,"17",5.76,"Beversdorf",NA,NA
2010,6,1,0,0,"18",5.57,"Beversdorf",NA,NA
2010,6,1,0,0,"19",4.89,"Beversdorf",NA,NA
2010,6,1,0,0,"20",4.21,"Beversdorf",NA,NA
2010,6,9,0,0,"0",11.11,"Beversdorf",NA,NA
2010,6,9,0,0,"0.5",NA,"Beversdorf",NA,NA
2010,6,9,0,0,"1",11.09,"Beversdorf",NA,NA
2010,6,9,0,0,"1.5",NA,"Beversdorf",NA,NA
2010,6,9,0,0,"2",11.01,"Beversdorf",NA,NA
2010,6,9,0,0,"3",10.85,"Beversdorf",NA,NA
2010,6,9,0,0,"4",10.7,"Beversdorf",NA,NA
2010,6,9,0,0,"5",10.4,"Beversdorf",NA,NA
2010,6,9,0,0,"6",10.25,"Beversdorf",NA,NA
2010,6,9,0,0,"7",9.9,"Beversdorf",NA,NA
2010,6,9,0,0,"8",8.82,"Beversdorf",NA,NA
2010,6,9,0,0,"9",7.57,"Beversdorf",NA,NA
2010,6,9,0,0,"10",7.32,"Beversdorf",NA,NA
2010,6,9,0,0,"11",6.93,"Beversdorf",NA,NA
2010,6,9,0,0,"12",6.73,"Beversdorf",NA,NA
2010,6,9,0,0,"13",6.685,"Beversdorf",NA,NA
2010,6,9,0,0,"14",6.64,"Beversdorf",NA,NA
2010,6,9,0,0,"15",5.95,"Beversdorf",NA,NA
2010,6,9,0,0,"16",5.26,"Beversdorf",NA,NA
2010,6,9,0,0,"17",4.06,"Beversdorf",NA,NA
2010,6,9,0,0,"18",2.86,"Beversdorf",NA,NA
2010,6,9,0,0,"19",2.65,"Beversdorf",NA,NA
2010,6,9,0,0,"20",2.44,"Beversdorf",NA,NA
2010,6,16,0,0,"0",9.84,"Beversdorf",NA,NA
2010,6,16,0,0,"0.5",NA,"Beversdorf",NA,NA
2010,6,16,0,0,"1",9.85,"Beversdorf",NA,NA
2010,6,16,0,0,"1.5",NA,"Beversdorf",NA,NA
2010,6,16,0,0,"2",9.88,"Beversdorf",NA,NA
2010,6,16,0,0,"3",9.91,"Beversdorf",NA,NA
2010,6,16,0,0,"4",9.93,"Beversdorf",NA,NA
2010,6,16,0,0,"5",9.94,"Beversdorf",NA,NA
2010,6,16,0,0,"6",9.88,"Beversdorf",NA,NA
2010,6,16,0,0,"7",9.72,"Beversdorf",NA,NA
2010,6,16,0,0,"8",9.57,"Beversdorf",NA,NA
2010,6,16,0,0,"9",9.2,"Beversdorf",NA,NA
2010,6,16,0,0,"10",7.53,"Beversdorf",NA,NA
2010,6,16,0,0,"11",5.15,"Beversdorf",NA,NA
2010,6,16,0,0,"12",4.71,"Beversdorf",NA,NA
2010,6,16,0,0,"13",4.38,"Beversdorf",NA,NA
2010,6,16,0,0,"14",4.05,"Beversdorf",NA,NA
2010,6,16,0,0,"15",3.74,"Beversdorf",NA,NA
2010,6,16,0,0,"16",3.43,"Beversdorf",NA,NA
2010,6,16,0,0,"17",3.07,"Beversdorf",NA,NA
2010,6,16,0,0,"18",2.71,"Beversdorf",NA,NA
2010,6,16,0,0,"19",2.725,"Beversdorf",NA,NA
2010,6,16,0,0,"20",2.74,"Beversdorf",NA,NA
2010,6,22,0,0,"0",8.61,"Beversdorf",NA,NA
2010,6,22,0,0,"0.5",NA,"Beversdorf",NA,NA
2010,6,22,0,0,"1",9.58,"Beversdorf",NA,NA
2010,6,22,0,0,"1.5",NA,"Beversdorf",NA,NA
2010,6,22,0,0,"2",9.46,"Beversdorf",NA,NA
2010,6,22,0,0,"3",9.03,"Beversdorf",NA,NA
2010,6,22,0,0,"4",8.84,"Beversdorf",NA,NA
2010,6,22,0,0,"5",8.48,"Beversdorf",NA,NA
2010,6,22,0,0,"6",8.25,"Beversdorf",NA,NA
2010,6,22,0,0,"7",6.1,"Beversdorf",NA,NA
2010,6,22,0,0,"8",5.67,"Beversdorf",NA,NA
2010,6,22,0,0,"9",4.69,"Beversdorf",NA,NA
2010,6,22,0,0,"10",3.6,"Beversdorf",NA,NA
2010,6,22,0,0,"11",3.28,"Beversdorf",NA,NA
2010,6,22,0,0,"12",3.31,"Beversdorf",NA,NA
2010,6,22,0,0,"13",2.905,"Beversdorf",NA,NA
2010,6,22,0,0,"14",2.5,"Beversdorf",NA,NA
2010,6,22,0,0,"15",2.27,"Beversdorf",NA,NA
2010,6,22,0,0,"16",2.04,"Beversdorf",NA,NA
2010,6,22,0,0,"17",1.38,"Beversdorf",NA,NA
2010,6,22,0,0,"18",0.72,"Beversdorf",NA,NA
2010,6,22,0,0,"19",0.77,"Beversdorf",NA,NA
2010,6,22,0,0,"20",0.82,"Beversdorf",NA,NA
2010,7,6,0,0,"0",10.72,"Beversdorf",NA,NA
2010,7,6,0,0,"0.5",NA,"Beversdorf",NA,NA
2010,7,6,0,0,"1",10.73,"Beversdorf",NA,NA
2010,7,6,0,0,"1.5",NA,"Beversdorf",NA,NA
2010,7,6,0,0,"2",10.82,"Beversdorf",NA,NA
2010,7,6,0,0,"3",10.4,"Beversdorf",NA,NA
2010,7,6,0,0,"4",9.95,"Beversdorf",NA,NA
2010,7,6,0,0,"5",9.43,"Beversdorf",NA,NA
2010,7,6,0,0,"6",9.36,"Beversdorf",NA,NA
2010,7,6,0,0,"7",9.31,"Beversdorf",NA,NA
2010,7,6,0,0,"8",7.74,"Beversdorf",NA,NA
2010,7,6,0,0,"9",2.22,"Beversdorf",NA,NA
2010,7,6,0,0,"10",1.37,"Beversdorf",NA,NA
2010,7,6,0,0,"11",1.22,"Beversdorf",NA,NA
2010,7,6,0,0,"12",1.18,"Beversdorf",NA,NA
2010,7,6,0,0,"13",0.895,"Beversdorf",NA,NA
2010,7,6,0,0,"14",0.61,"Beversdorf",NA,NA
2010,7,6,0,0,"15",0.525,"Beversdorf",NA,NA
2010,7,6,0,0,"16",0.44,"Beversdorf",NA,NA
2010,7,6,0,0,"17",0.47,"Beversdorf",NA,NA
2010,7,6,0,0,"18",0.5,"Beversdorf",NA,NA
2010,7,6,0,0,"19",0.58,"Beversdorf",NA,NA
2010,7,6,0,0,"20",0.66,"Beversdorf",NA,NA
2010,7,19,0,0,"0",8.76,"Beversdorf",NA,NA
2010,7,19,0,0,"0.5",NA,"Beversdorf",NA,NA
2010,7,19,0,0,"1",8.92,"Beversdorf",NA,NA
2010,7,19,0,0,"1.5",NA,"Beversdorf",NA,NA
2010,7,19,0,0,"2",8.77,"Beversdorf",NA,NA
2010,7,19,0,0,"3",7.91,"Beversdorf",NA,NA
2010,7,19,0,0,"4",6,"Beversdorf",NA,NA
2010,7,19,0,0,"5",5.77,"Beversdorf",NA,NA
2010,7,19,0,0,"6",5.69,"Beversdorf",NA,NA
2010,7,19,0,0,"7",5.51,"Beversdorf",NA,NA
2010,7,19,0,0,"8",5.41,"Beversdorf",NA,NA
2010,7,19,0,0,"9",5.3,"Beversdorf",NA,NA
2010,7,19,0,0,"10",0.39,"Beversdorf",NA,NA
2010,7,19,0,0,"11",0.44,"Beversdorf",NA,NA
2010,7,19,0,0,"12",0.46,"Beversdorf",NA,NA
2010,7,19,0,0,"13",0.485,"Beversdorf",NA,NA
2010,7,19,0,0,"14",0.51,"Beversdorf",NA,NA
2010,7,19,0,0,"15",0.545,"Beversdorf",NA,NA
2010,7,19,0,0,"16",0.58,"Beversdorf",NA,NA
2010,7,19,0,0,"17",0.63,"Beversdorf",NA,NA
2010,7,19,0,0,"18",0.68,"Beversdorf",NA,NA
2010,7,19,0,0,"19",0.725,"Beversdorf",NA,NA
2010,7,19,0,0,"20",0.77,"Beversdorf",NA,NA
2010,7,27,0,0,"0",10.2,"Beversdorf",NA,NA
2010,7,27,0,0,"0.5",NA,"Beversdorf",NA,NA
2010,7,27,0,0,"1",10.12,"Beversdorf",NA,NA
