"sampledate","year4","month","day","reps","average","observer","ObsTime","Loc","Depth","AT","CD.CV","WD","WD.1","SN","ICE","SECC"
"1962-05-09",1962,5,9,1,1,"KS","13:45:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-05-10",1962,5,10,1,1,"KS","13:27:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-05-11",1962,5,11,1,1,"KS","12:35:00",NA,NA,NA,"",NA,"",NA,NA,3
"1962-05-12",1962,5,12,1,1,"KS","11:05:00",NA,NA,NA,"",NA,"",NA,NA,3.1
"1962-05-13",1962,5,13,1,1,"KS","13:40:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-05-14",1962,5,14,1,1,"KS","13:00:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-05-15",1962,5,15,1,1,"KS","12:50:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-05-16",1962,5,16,1,1,"KS","13:00:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-05-17",1962,5,17,1,1,"KS","15:30:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-05-18",1962,5,18,1,1,"KS","12:35:00",NA,NA,NA,"",NA,"",NA,NA,7
"1962-05-19",1962,5,19,1,1,"RH","11:35:00",1,22,NA,"",NA,"",NA,NA,NA
"1962-05-19",1962,5,19,1,1,"KS","13:48:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-05-20",1962,5,20,1,1,"RH","12:30:00",1,21,NA,"",NA,"",NA,NA,NA
"1962-05-20",1962,5,20,1,1,"KS","16:00:00",NA,NA,NA,"",NA,"",NA,NA,8.1
"1962-05-21",1962,5,21,1,1,"KS","12:05:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-05-22",1962,5,22,1,1,"RH","11:20:00",1,22,NA,"",NA,"",NA,NA,NA
"1962-05-22",1962,5,22,1,1,"KS","12:35:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-05-23",1962,5,23,1,1,"KS","13:10:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-05-24",1962,5,24,1,1,"KS","15:02:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-05-25",1962,5,25,1,1,"RH","16:55:00",1,21.5,NA,"",NA,"",NA,NA,NA
"1962-05-25",1962,5,25,1,1,"KS","15:00:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-05-26",1962,5,26,1,1,"RH","13:45:00",1,21,NA,"",NA,"",NA,NA,NA
"1962-05-26",1962,5,26,1,1,"KS","13:05:00",NA,NA,NA,"",NA,"",NA,NA,7
"1962-05-27",1962,5,27,1,1,"KS","11:10:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-05-28",1962,5,28,1,1,"KS","15:40:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-05-29",1962,5,29,1,1,"KS","14:42:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-05-30",1962,5,30,1,1,"KS","13:00:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-05-31",1962,5,31,1,1,"KS","14:35:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-01",1962,6,1,1,1,"KS","13:10:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-02",1962,6,2,1,1,"KS","14:00:00",NA,NA,NA,"",NA,"",NA,NA,7
"1962-06-03",1962,6,3,1,1,"KS","13:12:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-04",1962,6,4,1,1,"KS","13:40:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-05",1962,6,5,1,1,"KS","15:30:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-06",1962,6,6,1,1,"KS","17:00:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-07",1962,6,7,1,1,"KS","13:00:00",NA,NA,NA,"",NA,"",NA,NA,6
"1962-06-08",1962,6,8,1,1,"KS","13:50:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-09",1962,6,9,1,1,"KS","11:30:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-10",1962,6,10,1,1,"KS","11:50:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-11",1962,6,11,1,1,"KS","15:30:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-12",1962,6,12,1,1,"KS","12:30:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-13",1962,6,13,1,1,"KS","13:10:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-14",1962,6,14,1,1,"RH","16:20:00",1,18,NA,"",NA,"",NA,NA,NA
"1962-06-14",1962,6,14,1,1,"KS","11:40:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-15",1962,6,15,1,1,"KS","12:20:00",NA,NA,NA,"",NA,"",NA,NA,1.5
"1962-06-16",1962,6,16,1,1,"KS","16:00:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-17",1962,6,17,1,1,"KS","12:43:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-18",1962,6,18,1,1,"KS","12:25:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-19",1962,6,19,1,1,"KS","13:08:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-20",1962,6,20,1,1,"KS","12:00:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-21",1962,6,21,1,1,"KS","11:50:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-22",1962,6,22,1,1,"KS","12:40:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-23",1962,6,23,1,1,"KS","11:10:00",NA,NA,NA,"",NA,"",NA,NA,3.4
"1962-06-24",1962,6,24,1,1,"KS","13:00:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-25",1962,6,25,1,1,"KS","16:51:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-26",1962,6,26,1,1,"KS","14:00:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-27",1962,6,27,1,1,"KS","15:50:00",NA,NA,NA,"",NA,"",NA,NA,4.6
"1962-06-28",1962,6,28,1,1,"KS","16:43:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-29",1962,6,29,1,1,"KS","13:47:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-06-30",1962,6,30,1,1,"KS","12:42:00",NA,NA,NA,"",NA,"",NA,NA,4
"1962-07-01",1962,7,1,1,1,"KS","12:20:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-02",1962,7,2,1,1,"KS","14:10:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-03",1962,7,3,1,1,"KS","12:23:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-04",1962,7,4,1,1,"KS","15:23:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-05",1962,7,5,1,1,"KS","12:10:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-06",1962,7,6,1,1,"KS","12:00:00",NA,NA,NA,"",NA,"",NA,NA,3.5
"1962-07-07",1962,7,7,1,1,"KS","12:25:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-08",1962,7,8,1,1,"KS","16:00:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-09",1962,7,9,1,1,"KS","12:35:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-10",1962,7,10,1,1,"KS","12:05:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-11",1962,7,11,1,1,"KS","15:23:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-12",1962,7,12,1,1,"KS","14:48:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-13",1962,7,13,1,1,"KS","12:42:00",NA,NA,NA,"",NA,"",NA,NA,2.1
"1962-07-14",1962,7,14,1,1,"KS","13:00:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-15",1962,7,15,1,1,"KS","11:04:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-16",1962,7,16,1,1,"KS","12:22:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-17",1962,7,17,1,1,"KS","14:00:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-18",1962,7,18,1,1,"KS","12:00:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-19",1962,7,19,1,1,"KS","12:20:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-20",1962,7,20,1,1,"KS","16:12:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-21",1962,7,21,1,1,"KS","12:32:00",NA,NA,NA,"",NA,"",NA,NA,2.1
"1962-07-22",1962,7,22,1,1,"KS","12:30:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-23",1962,7,23,1,1,"KS","15:13:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-24",1962,7,24,1,1,"KS","14:06:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-25",1962,7,25,1,1,"KS","14:45:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-26",1962,7,26,1,1,"KS","15:00:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-27",1962,7,27,1,1,"KS","16:20:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-28",1962,7,28,1,1,"KS","14:20:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-29",1962,7,29,1,1,"KS","13:10:00",NA,NA,NA,"",NA,"",NA,NA,2
"1962-07-30",1962,7,30,1,1,"KS","14:02:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-07-31",1962,7,31,1,1,"KS","12:30:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-01",1962,8,1,1,1,"KS","14:55:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-02",1962,8,2,1,1,"KS","13:56:00",NA,NA,NA,"",NA,"",NA,NA,2
"1962-08-03",1962,8,3,1,1,"KS","14:03:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-04",1962,8,4,1,1,"KS","17:23:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-05",1962,8,5,1,1,"KS","16:22:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-06",1962,8,6,1,1,"KS","13:47:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-07",1962,8,7,1,1,"KS","12:50:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-08",1962,8,8,1,1,"KS","14:10:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-09",1962,8,9,1,1,"KS","14:07:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-10",1962,8,10,1,1,"KS","13:11:00",NA,NA,NA,"",NA,"",NA,NA,1.8
"1962-08-11",1962,8,11,1,1,"KS","12:50:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-12",1962,8,12,1,1,"KS","12:45:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-13",1962,8,13,1,1,"KS","14:40:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-14",1962,8,14,1,1,"KS","13:45:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-15",1962,8,15,1,1,"KS","12:30:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-16",1962,8,16,1,1,"KS","15:15:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-17",1962,8,17,1,1,"KS","12:55:00",NA,NA,NA,"",NA,"",NA,NA,1.9
"1962-08-18",1962,8,18,1,1,"KS","12:35:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-19",1962,8,19,1,1,"KS","15:30:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-20",1962,8,20,1,1,"KS","12:50:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-21",1962,8,21,1,1,"KS","16:25:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-22",1962,8,22,1,1,"KS","16:14:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-23",1962,8,23,1,1,"KS","14:08:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-24",1962,8,24,1,1,"KS","16:30:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-25",1962,8,25,1,1,"KS","15:00:00",NA,NA,NA,"",NA,"",NA,NA,2.9
"1962-08-26",1962,8,26,1,1,"KS","13:45:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-27",1962,8,27,1,1,"KS","15:13:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-28",1962,8,28,1,1,"KS","14:40:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-29",1962,8,29,1,1,"KS","11:00:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-30",1962,8,30,1,1,"KS","14:13:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-08-31",1962,8,31,1,1,"KS","14:43:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-09-01",1962,9,1,1,1,"KS","13:00:00",NA,NA,NA,"",NA,"",NA,NA,2.5
"1962-09-02",1962,9,2,1,1,"KS","14:20:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-09-03",1962,9,3,1,1,"KS","13:50:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-09-04",1962,9,4,1,1,"KS","12:50:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-09-05",1962,9,5,1,1,"KS","12:30:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-09-06",1962,9,6,1,1,"KS","12:55:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-09-07",1962,9,7,1,1,"KS","13:13:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-09-08",1962,9,8,1,1,"KS","14:55:00",NA,NA,NA,"",NA,"",NA,NA,2
"1962-09-09",1962,9,9,1,1,"KS","11:12:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-09-10",1962,9,10,1,1,"KS","12:45:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-09-11",1962,9,11,1,1,"KS","12:30:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-09-12",1962,9,12,1,1,"KS","12:30:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-09-13",1962,9,13,1,1,"KS","12:34:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-09-14",1962,9,14,1,1,"KS","14:50:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-09-15",1962,9,15,1,1,"KS","18:08:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-09-16",1962,9,16,1,1,"KS","12:00:00",NA,NA,NA,"",NA,"",NA,NA,3
"1962-09-17",1962,9,17,1,1,"KS","16:02:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-09-18",1962,9,18,1,1,"KS","15:45:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-09-19",1962,9,19,1,1,"KS","16:30:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-09-20",1962,9,20,1,1,"KS","15:00:00",NA,NA,NA,"",NA,"",NA,NA,1.9
"1962-09-21",1962,9,21,1,1,"KS","14:15:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-09-22",1962,9,22,1,1,"KS","12:35:00",NA,NA,NA,"",NA,"",NA,NA,2.4
"1962-09-23",1962,9,23,1,1,"KS","14:38:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-09-24",1962,9,24,1,1,"KS","16:00:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-09-25",1962,9,25,1,1,"KS","13:22:00",NA,NA,NA,"",NA,"",NA,NA,3
"1962-09-26",1962,9,26,1,1,"KS","16:20:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-09-27",1962,9,27,1,1,"KS","13:45:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-09-28",1962,9,28,1,1,"KS","13:28:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-09-29",1962,9,29,1,1,"KS","12:35:00",NA,NA,NA,"",NA,"",NA,NA,2.8
"1962-09-30",1962,9,30,1,1,"KS","14:12:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-01",1962,10,1,1,1,"KS","17:02:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-02",1962,10,2,1,1,"KS","13:20:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-03",1962,10,3,1,1,"KS","17:21:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-04",1962,10,4,1,1,"KS","12:47:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-05",1962,10,5,1,1,"KS","13:25:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-06",1962,10,6,1,1,"KS","13:25:00",NA,NA,NA,"",NA,"",NA,NA,6
"1962-10-07",1962,10,7,1,1,"KS","12:45:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-08",1962,10,8,1,1,"KS","16:25:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-09",1962,10,9,1,1,"KS","16:35:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-10",1962,10,10,1,1,"KS","16:25:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-11",1962,10,11,1,1,"KS","13:45:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-12",1962,10,12,1,1,"KS","13:40:00",NA,NA,NA,"",NA,"",NA,NA,7.5
"1962-10-13",1962,10,13,1,1,"KS","11:45:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-14",1962,10,14,1,1,"KS","19:20:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-15",1962,10,15,1,1,"KS","17:10:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-16",1962,10,16,1,1,"KS","16:20:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-17",1962,10,17,1,1,"KS","12:45:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-18",1962,10,18,1,1,"KS","16:30:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-19",1962,10,19,1,1,"KS","15:25:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-20",1962,10,20,1,1,"KS","12:50:00",NA,NA,NA,"",NA,"",NA,NA,4
"1962-10-21",1962,10,21,1,6,"JS",NA,2,24,NA,"",NA,"",NA,NA,NA
"1962-10-21",1962,10,21,1,1,"KS","13:50:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-22",1962,10,22,1,1,"KS","18:00:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-23",1962,10,23,1,1,"KS","14:05:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-24",1962,10,24,1,1,"KS","13:10:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-25",1962,10,25,1,1,"KS","16:20:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-26",1962,10,26,1,1,"KS","15:48:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-27",1962,10,27,1,1,"KS","13:45:00",NA,NA,NA,"",NA,"",NA,NA,3
"1962-10-28",1962,10,28,1,1,"KS","13:45:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-29",1962,10,29,1,1,"KS","16:50:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-30",1962,10,30,1,1,"KS","14:35:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-10-31",1962,10,31,1,1,"KS","14:52:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-01",1962,11,1,1,1,"KS","13:20:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-02",1962,11,2,1,1,"KS","14:17:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-03",1962,11,3,1,1,"KS","14:25:00",NA,NA,NA,"",NA,"",NA,NA,3.2
"1962-11-04",1962,11,4,1,1,"KS","13:40:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-05",1962,11,5,1,1,"KS","14:17:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-06",1962,11,6,1,1,"KS","14:45:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-07",1962,11,7,1,1,"KS","12:52:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-08",1962,11,8,1,1,"KS","16:14:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-09",1962,11,9,1,1,"KS","13:30:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-10",1962,11,10,1,1,"KS","13:25:00",NA,NA,NA,"",NA,"",NA,NA,3.6
"1962-11-11",1962,11,11,1,4,"JS",NA,2,22,NA,"",NA,"",NA,NA,NA
"1962-11-11",1962,11,11,1,1,"KS","16:10:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-12",1962,11,12,1,1,"KS","15:15:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-13",1962,11,13,1,1,"KS","16:45:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-14",1962,11,14,1,1,"KS","13:10:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-15",1962,11,15,1,1,"KS","15:00:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-16",1962,11,16,1,1,"KS","13:30:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-17",1962,11,17,1,1,"KS","13:12:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-18",1962,11,18,1,1,"KS","14:13:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-19",1962,11,19,1,1,"KS","17:00:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-20",1962,11,20,1,1,"KS","13:43:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-21",1962,11,21,1,1,"KS","12:53:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-22",1962,11,22,1,1,"KS","16:53:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-23",1962,11,23,1,1,"KS","13:55:00",NA,NA,NA,"",NA,"",NA,NA,4
"1962-11-24",1962,11,24,1,1,"KS","15:08:00",NA,NA,NA,"",NA,"",NA,NA,5.2
"1962-11-25",1962,11,25,1,1,"KS","13:27:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-26",1962,11,26,1,1,"KS","15:30:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-27",1962,11,27,1,1,"KS","14:24:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-28",1962,11,28,1,1,"KS","13:07:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-29",1962,11,29,1,1,"KS","16:11:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-11-30",1962,11,30,1,1,"KS","15:37:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-01",1962,12,1,1,1,"KS","13:42:00",NA,NA,NA,"",NA,"",NA,NA,7
"1962-12-02",1962,12,2,1,1,"KS","15:07:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-03",1962,12,3,1,1,"KS","15:42:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-04",1962,12,4,1,1,"KS","13:27:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-05",1962,12,5,1,1,"KS","12:48:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-06",1962,12,6,1,1,"KS","15:25:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-07",1962,12,7,1,1,"KS","16:50:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-08",1962,12,8,1,1,"KS","13:00:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-09",1962,12,9,1,1,"KS","17:10:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-10",1962,12,10,1,1,"KS","17:00:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-11",1962,12,11,1,1,"KS","16:00:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-12",1962,12,12,1,1,"KS","15:30:00",NA,NA,NA,"",NA,"",NA,NA,5
"1962-12-13",1962,12,13,1,1,"KS","16:30:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-14",1962,12,14,1,1,"KS","15:35:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-15",1962,12,15,1,1,"KS","15:40:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-16",1962,12,16,1,1,"KS","14:30:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-17",1962,12,17,1,1,"KS","16:33:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-18",1962,12,18,1,3,"JS",NA,2,24,NA,"",NA,"",NA,10,NA
"1962-12-18",1962,12,18,1,1,"KS","14:10:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-19",1962,12,19,1,1,"KS","16:47:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-20",1962,12,20,1,4,"JS",NA,2,24,NA,"",NA,"",NA,6,NA
"1962-12-20",1962,12,20,1,1,"KS","16:15:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-21",1962,12,21,1,1,"KS","15:45:00",NA,NA,NA,"",NA,"",NA,NA,7.5
"1962-12-22",1962,12,22,1,1,"KS","17:40:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-23",1962,12,23,1,1,"KS","13:20:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-24",1962,12,24,1,1,"KS","13:14:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-25",1962,12,25,1,1,"KS","18:36:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-26",1962,12,26,1,1,"JS",NA,2,24,NA,"",NA,"",NA,NA,NA
"1962-12-26",1962,12,26,1,1,"KS","15:10:00",NA,NA,NA,"",NA,"",NA,NA,4.5
"1962-12-27",1962,12,27,1,1,"KS","15:43:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-28",1962,12,28,1,1,"KS","15:27:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-29",1962,12,29,1,1,"KS","13:45:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-30",1962,12,30,1,1,"KS","17:05:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1962-12-31",1962,12,31,1,1,"KS","15:45:00",NA,NA,NA,"",NA,"",NA,NA,6.5
"1963-01-01",1963,1,1,1,1,"KS","15:14:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1963-01-02",1963,1,2,1,1,"KS","16:52:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1963-01-03",1963,1,3,1,1,"KS","16:20:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1963-01-04",1963,1,4,1,9,"JS",NA,2,25,NA,"",NA,"",5,22,NA
"1963-01-04",1963,1,4,1,1,"KS","16:18:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1963-01-05",1963,1,5,1,1,"KS","16:23:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1963-01-06",1963,1,6,1,1,"KS","14:55:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1963-01-07",1963,1,7,1,1,"KS","16:45:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1963-01-08",1963,1,8,1,1,"KS","17:07:00",NA,NA,NA,"",NA,"",NA,NA,NA
"1963-01-09",1963,1,9,1,1,"KS","15:30:00",NA,NA,NA,"",NA,"",NA,NA,NA
